timestamp,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness,day_of_week,year,month,hour,day_of_week_encoded
2023-10-25 14:02:30,76,21,18,37,51,45,0.1746216530849825,Wednesday,2023,10,14,6
2023-10-25 14:21:00,72,19,19,34,83,65,0.1035532994923857,Wednesday,2023,10,14,6
2023-10-25 14:24:30,84,22,19,43,104,62,0.0752351097178683,Wednesday,2023,10,14,6
2023-10-25 14:54:00,77,18,18,41,87,55,0.076076076076076,Wednesday,2023,10,14,6
2023-10-25 15:01:00,77,21,17,39,50,69,0.1094257854821235,Wednesday,2023,10,15,6
2023-10-25 15:05:00,73,17,21,35,55,62,0.0875,Wednesday,2023,10,15,6
2023-10-25 16:19:00,84,20,17,47,59,54,0.0445920303605313,Wednesday,2023,10,16,6
2023-10-25 16:57:00,76,21,16,39,89,54,0.0406852248394004,Wednesday,2023,10,16,6
2023-10-25 18:29:00,75,18,21,36,80,67,0.1022592152199762,Wednesday,2023,10,18,6
2023-10-26 13:29:30,73,20,16,37,78,65,0.0598388952819332,Thursday,2023,10,13,4
2023-10-26 13:37:00,80,19,21,40,70,56,0.0490730643402399,Thursday,2023,10,13,4
2023-10-26 13:43:30,67,20,13,34,42,49,0.0947521865889212,Thursday,2023,10,13,4
2023-10-26 13:54:30,71,18,22,31,36,49,0.0266940451745379,Thursday,2023,10,13,4
2023-10-26 14:02:00,84,21,20,43,79,63,0.0981754995655951,Thursday,2023,10,14,4
2023-10-26 14:11:00,83,21,20,42,80,62,0.0593849416755037,Thursday,2023,10,14,4
2023-10-26 14:14:00,75,21,19,35,75,65,0.0926935659760087,Thursday,2023,10,14,4
2023-10-26 14:18:30,82,22,20,40,86,45,0.1201814058956916,Thursday,2023,10,14,4
2023-10-26 14:27:00,79,22,18,39,97,55,0.0552486187845303,Thursday,2023,10,14,4
2023-10-26 15:02:00,68,14,19,35,15,54,0.0688124306326304,Thursday,2023,10,15,4
2023-10-26 15:37:00,84,21,22,41,67,70,0.1057225994180407,Thursday,2023,10,15,4
2023-10-26 16:07:30,89,22,21,46,71,56,0.0552536231884058,Thursday,2023,10,16,4
2023-10-26 16:42:30,83,18,22,43,71,62,0.0907519446845289,Thursday,2023,10,16,4
2023-10-26 21:18:30,85,21,20,44,142,66,0.1324611610793131,Thursday,2023,10,21,4
2023-10-27 14:33:30,86,22,21,43,77,57,0.0691489361702127,Friday,2023,10,14,0
2023-10-27 15:16:30,74,16,17,41,40,50,0.0646298472385428,Friday,2023,10,15,0
2023-10-27 15:58:00,87,20,25,42,56,49,0.0219206680584551,Friday,2023,10,15,0
2023-10-27 15:58:30,79,20,21,38,81,63,0.0748074807480748,Friday,2023,10,15,0
2023-10-27 16:31:00,82,17,20,45,67,66,0.0942928039702233,Friday,2023,10,16,0
2023-10-27 16:37:30,88,23,19,46,108,55,0.0643382352941176,Friday,2023,10,16,0
2023-10-27 16:55:30,80,20,23,37,74,60,0.0849162011173184,Friday,2023,10,16,0
2023-10-27 17:20:30,85,23,17,45,124,66,0.0914194065757818,Friday,2023,10,17,0
2023-10-27 17:38:00,74,22,15,37,105,57,0.0385109114249037,Friday,2023,10,17,0
2023-10-27 18:12:00,76,17,13,46,93,54,0.0843155031731641,Friday,2023,10,18,0
2023-10-27 21:43:00,70,18,11,41,112,68,0.1597904387688277,Friday,2023,10,21,0
2023-10-27 22:27:00,91,24,22,45,132,66,0.0913081650570676,Friday,2023,10,22,0
2023-10-28 13:29:30,78,21,22,35,53,63,0.0441826215022091,Saturday,2023,10,13,2
2023-10-28 14:42:00,72,16,18,38,34,51,0.1435239206534422,Saturday,2023,10,14,2
2023-10-28 14:48:30,87,22,22,43,71,58,0.0573514077163712,Saturday,2023,10,14,2
2023-10-28 15:47:00,78,17,19,42,96,64,0.0788704965920155,Saturday,2023,10,15,2
2023-10-28 16:02:00,85,23,21,41,112,58,0.0404738400789733,Saturday,2023,10,16,2
2023-10-28 16:18:30,78,19,17,42,48,56,0.0908173562058526,Saturday,2023,10,16,2
2023-10-28 16:28:00,87,22,23,42,100,49,0.0393782383419689,Saturday,2023,10,16,2
2023-10-28 17:28:00,75,23,13,39,116,67,0.0698985343855693,Saturday,2023,10,17,2
2023-10-28 17:33:00,58,18,12,28,43,45,0.1825318940137389,Saturday,2023,10,17,2
2023-10-28 21:36:30,80,18,22,40,104,65,0.092511013215859,Saturday,2023,10,21,2
2023-10-29 11:30:00,65,15,22,28,10,50,0.0564705882352941,Sunday,2023,10,11,3
2023-10-29 13:14:00,81,21,23,37,91,64,0.0570342205323193,Sunday,2023,10,13,3
2023-10-29 13:42:30,69,16,16,37,67,63,0.0979443772672309,Sunday,2023,10,13,3
2023-10-29 13:42:30,80,19,21,40,91,57,0.0502008032128514,Sunday,2023,10,13,3
2023-10-29 13:49:00,71,18,18,35,47,48,0.062586926286509,Sunday,2023,10,13,3
2023-10-29 14:09:30,72,17,22,33,78,69,0.0972375690607734,Sunday,2023,10,14,3
2023-10-29 14:10:00,81,22,22,37,87,47,0.1104582843713278,Sunday,2023,10,14,3
2023-10-29 14:12:00,76,17,20,39,50,58,0.0520487264673311,Sunday,2023,10,14,3
2023-10-29 14:34:00,83,20,22,41,29,69,0.1054247697031729,Sunday,2023,10,14,3
2023-10-29 14:54:30,73,16,21,36,61,56,0.0785340314136125,Sunday,2023,10,14,3
2023-10-29 16:37:30,71,16,22,33,89,60,0.0835140997830802,Sunday,2023,10,16,3
2023-10-29 21:11:30,76,18,21,37,95,66,0.1133689839572192,Sunday,2023,10,21,3
2023-10-30 11:38:00,57,16,8,33,66,64,0.2298980747451868,Monday,2023,10,11,1
2023-10-30 12:23:00,73,21,23,29,58,64,0.0575916230366492,Monday,2023,10,12,1
2023-10-30 13:41:30,78,20,23,35,32,49,0.0628415300546448,Monday,2023,10,13,1
2023-10-30 13:52:00,76,17,22,37,21,50,0.0517928286852589,Monday,2023,10,13,1
2023-10-30 14:09:00,73,17,19,37,67,62,0.0678733031674208,Monday,2023,10,14,1
2023-10-30 14:11:30,75,21,18,36,73,46,0.2088535754824063,Monday,2023,10,14,1
2023-10-30 14:20:00,77,22,19,36,96,67,0.1009667024704618,Monday,2023,10,14,1
2023-10-30 14:43:30,69,17,23,29,60,60,0.0878828229027962,Monday,2023,10,14,1
2023-10-30 14:43:30,80,19,21,40,48,67,0.0936794582392776,Monday,2023,10,14,1
2023-10-30 15:13:00,88,25,21,42,142,55,0.0526849037487335,Monday,2023,10,15,1
2023-10-30 15:27:30,83,17,20,46,71,57,0.0601295097132284,Monday,2023,10,15,1
2023-10-30 15:38:00,69,16,16,37,61,54,0.0934579439252336,Monday,2023,10,15,1
2023-10-30 21:55:00,75,18,19,38,89,66,0.1184782608695652,Monday,2023,10,21,1
2023-10-31 13:29:30,68,17,14,37,90,62,0.0647130647130647,Tuesday,2023,10,13,5
2023-10-31 13:33:00,78,21,23,34,55,65,0.0352220520673813,Tuesday,2023,10,13,5
2023-10-31 13:46:00,51,18,13,20,88,66,0.1742195367573011,Tuesday,2023,10,13,5
2023-10-31 13:47:00,73,17,23,33,48,49,0.0587412587412587,Tuesday,2023,10,13,5
2023-10-31 13:56:30,67,16,15,36,42,50,0.0885200553250345,Tuesday,2023,10,13,5
2023-10-31 14:14:00,76,21,20,35,69,66,0.0938511326860841,Tuesday,2023,10,14,5
2023-10-31 14:14:30,79,21,21,37,54,45,0.1354401805869074,Tuesday,2023,10,14,5
2023-10-31 14:38:00,68,18,16,34,66,54,0.0996852046169989,Tuesday,2023,10,14,5
2023-10-31 14:45:00,75,19,17,39,32,64,0.1099290780141844,Tuesday,2023,10,14,5
2023-10-31 15:01:00,76,17,22,37,72,57,0.0611169652265542,Tuesday,2023,10,15,5
2023-10-31 15:25:00,84,20,20,44,63,55,0.0671441360787824,Tuesday,2023,10,15,5
2023-10-31 15:31:00,78,20,22,36,56,59,0.0867970660146699,Tuesday,2023,10,15,5
2023-10-31 22:06:00,83,20,22,41,106,67,0.0895660203139427,Tuesday,2023,10,22,5
2023-11-01 13:58:00,72,17,17,38,72,47,0.0689238210399032,Wednesday,2023,11,13,6
2023-11-01 13:58:00,75,21,15,39,69,64,0.0781796966161026,Wednesday,2023,11,13,6
2023-11-01 14:04:00,66,19,13,34,36,51,0.0829756795422031,Wednesday,2023,11,14,6
2023-11-01 14:10:00,80,21,23,36,106,66,0.033292231812577,Wednesday,2023,11,14,6
2023-11-01 14:13:00,70,17,17,36,63,44,0.2020431328036322,Wednesday,2023,11,14,6
2023-11-01 14:15:00,79,21,21,37,79,67,0.094240837696335,Wednesday,2023,11,14,6
2023-11-01 14:39:00,75,19,20,36,103,55,0.0556745182012847,Wednesday,2023,11,14,6
2023-11-01 15:01:00,58,19,10,29,74,67,0.1968134957825679,Wednesday,2023,11,15,6
2023-11-01 15:03:00,81,19,19,43,85,60,0.1302791696492483,Wednesday,2023,11,15,6
2023-11-01 15:09:00,87,23,22,42,92,56,0.0697230181470869,Wednesday,2023,11,15,6
2023-11-01 15:21:00,74,17,15,42,45,54,0.0747756729810568,Wednesday,2023,11,15,6
2023-11-01 16:13:00,83,23,14,46,112,66,0.0948509485094851,Wednesday,2023,11,16,6
2023-11-01 21:10:00,77,17,21,39,88,66,0.1196013289036544,Wednesday,2023,11,21,6
2023-11-02 10:33:30,58,14,15,29,10,44,0.091533180778032,Thursday,2023,11,10,4
2023-11-02 11:51:00,46,13,18,15,32,60,0.1762711864406779,Thursday,2023,11,11,4
2023-11-02 11:56:00,63,14,18,31,28,56,0.0804911323328785,Thursday,2023,11,11,4
2023-11-02 12:34:00,78,19,17,42,98,69,0.0765357502517623,Thursday,2023,11,12,4
2023-11-02 13:34:30,84,20,24,40,85,49,0.0312876052948255,Thursday,2023,11,13,4
2023-11-02 13:48:30,77,21,18,38,60,66,0.0665163472378805,Thursday,2023,11,13,4
2023-11-02 13:57:00,54,19,10,25,24,51,0.1946778711484593,Thursday,2023,11,13,4
2023-11-02 14:09:30,74,18,20,36,90,68,0.1012235817575083,Thursday,2023,11,14,4
2023-11-02 15:18:00,68,18,14,36,86,65,0.063754427390791,Thursday,2023,11,15,4
2023-11-02 15:38:30,78,18,19,41,57,55,0.0844221105527638,Thursday,2023,11,15,4
2023-11-02 15:39:30,76,20,20,36,66,54,0.0609137055837563,Thursday,2023,11,15,4
2023-11-02 16:29:00,71,21,14,36,55,69,0.1571871768355739,Thursday,2023,11,16,4
2023-11-02 21:05:30,76,20,18,38,97,66,0.1198102016607354,Thursday,2023,11,21,4
2023-11-03 12:45:30,71,20,21,30,77,67,0.0706260032102728,Friday,2023,11,12,0
2023-11-03 14:36:00,71,22,13,36,74,45,0.1652989449003517,Friday,2023,11,14,0
2023-11-03 14:51:30,81,18,20,43,74,53,0.0818083961248654,Friday,2023,11,14,0
2023-11-03 14:53:30,82,24,18,40,126,68,0.0958525345622119,Friday,2023,11,14,0
2023-11-03 15:15:00,73,16,21,36,56,54,0.0715151515151515,Friday,2023,11,15,0
2023-11-03 16:12:00,79,17,18,44,70,66,0.0952789699570815,Friday,2023,11,16,0
2023-11-03 16:27:00,81,24,16,41,129,67,0.1303724928366762,Friday,2023,11,16,0
2023-11-03 16:29:00,83,21,17,45,92,54,0.0746513535684987,Friday,2023,11,16,0
2023-11-03 16:30:00,83,22,19,42,106,48,0.0698131760078662,Friday,2023,11,16,0
2023-11-03 17:10:30,70,18,14,38,69,56,0.0312907431551499,Friday,2023,11,17,0
2023-11-03 19:18:00,87,24,20,43,126,60,0.1041666666666666,Friday,2023,11,19,0
2023-11-03 19:48:00,86,23,18,45,112,71,0.118582791033984,Friday,2023,11,19,0
2023-11-03 22:13:30,74,18,19,37,87,68,0.1053227633069082,Friday,2023,11,22,0
2023-11-04 13:30:00,85,21,25,39,66,67,0.041860465116279,Saturday,2023,11,13,2
2023-11-04 14:33:00,79,21,21,37,66,67,0.0754936120789779,Saturday,2023,11,14,2
2023-11-04 14:53:00,80,19,21,40,21,52,0.0909090909090909,Saturday,2023,11,14,2
2023-11-04 14:53:00,75,17,21,37,67,48,0.0415647921760391,Saturday,2023,11,14,2
2023-11-04 16:00:30,81,17,19,45,95,66,0.1219512195121951,Saturday,2023,11,16,2
2023-11-04 16:32:00,87,20,21,46,67,55,0.0654288240495137,Saturday,2023,11,16,2
2023-11-04 16:44:00,68,20,15,33,43,46,0.1097708082026538,Saturday,2023,11,16,2
2023-11-04 16:56:00,54,21,13,20,59,58,0.065989847715736,Saturday,2023,11,16,2
2023-11-04 17:14:00,79,16,18,45,46,52,0.081952920662598,Saturday,2023,11,17,2
2023-11-04 17:52:30,82,20,21,41,63,70,0.1009803921568627,Saturday,2023,11,17,2
2023-11-04 18:44:00,73,21,14,38,99,69,0.1180931744312026,Saturday,2023,11,18,2
2023-11-04 19:25:00,79,24,13,42,134,61,0.1312447078746824,Saturday,2023,11,19,2
2023-11-04 21:59:30,73,21,19,33,126,68,0.142707240293809,Saturday,2023,11,21,2
2023-11-05 11:11:30,64,21,16,27,49,47,0.096947935368043,Sunday,2023,11,11,3
2023-11-05 13:08:00,70,16,20,34,76,49,0.047008547008547,Sunday,2023,11,13,3
2023-11-05 13:28:30,74,17,21,36,60,56,0.0665901262916188,Sunday,2023,11,13,3
2023-11-05 13:42:00,62,15,12,35,38,51,0.1254901960784313,Sunday,2023,11,13,3
2023-11-05 14:15:00,88,22,22,44,105,66,0.0867678958785249,Sunday,2023,11,14,3
2023-11-05 14:21:00,68,15,16,37,61,63,0.1142857142857142,Sunday,2023,11,14,3
2023-11-05 14:58:30,75,16,17,42,51,66,0.112141652613828,Sunday,2023,11,14,3
2023-11-05 15:16:00,75,20,20,35,50,68,0.123020706455542,Sunday,2023,11,15,3
2023-11-05 15:33:00,93,24,23,46,132,60,0.0561797752808988,Sunday,2023,11,15,3
2023-11-05 15:43:30,74,17,16,41,67,53,0.0771637122002085,Sunday,2023,11,15,3
2023-11-05 15:55:00,88,22,22,44,110,71,0.1029535864978903,Sunday,2023,11,15,3
2023-11-05 17:59:00,65,16,15,34,94,63,0.1577998196573489,Sunday,2023,11,17,3
2023-11-05 19:47:30,55,16,14,25,37,68,0.1259259259259259,Sunday,2023,11,19,3
2023-11-06 12:18:00,61,15,16,30,50,66,0.1296928327645051,Monday,2023,11,12,1
2023-11-06 13:32:30,83,22,23,38,96,49,0.0328515111695138,Monday,2023,11,13,1
2023-11-06 13:53:00,78,19,22,37,20,53,0.0638002773925104,Monday,2023,11,13,1
2023-11-06 14:22:30,76,18,17,41,72,62,0.1133056133056133,Monday,2023,11,14,1
2023-11-06 14:24:00,76,21,21,34,80,55,0.0638297872340425,Monday,2023,11,14,1
2023-11-06 14:27:30,88,23,22,43,101,55,0.0410958904109589,Monday,2023,11,14,1
2023-11-06 15:02:00,71,20,20,31,50,47,0.1081441922563418,Monday,2023,11,15,1
2023-11-06 15:02:30,65,17,13,35,50,54,0.1008939974457215,Monday,2023,11,15,1
2023-11-06 16:35:00,83,22,21,40,91,67,0.0966824644549763,Monday,2023,11,16,1
2023-11-06 16:53:00,80,20,23,37,71,58,0.0601092896174863,Monday,2023,11,16,1
2023-11-06 18:06:00,80,16,21,43,34,69,0.1172893136403127,Monday,2023,11,18,1
2023-11-06 21:48:00,88,21,21,46,81,69,0.0917516218721038,Monday,2023,11,21,1
2023-11-06 22:17:00,84,21,20,43,77,64,0.1174116077384923,Monday,2023,11,22,1
2023-11-07 12:28:00,75,21,20,34,82,54,0.0678617157490397,Tuesday,2023,11,12,5
2023-11-07 13:23:00,77,20,23,34,44,64,0.0347551342812006,Tuesday,2023,11,13,5
2023-11-07 13:29:00,73,17,23,33,67,50,0.0504774897680764,Tuesday,2023,11,13,5
2023-11-07 13:33:00,75,22,14,39,87,61,0.0598006644518272,Tuesday,2023,11,13,5
2023-11-07 13:55:00,77,21,21,35,37,46,0.1451219512195121,Tuesday,2023,11,13,5
2023-11-07 14:05:00,76,21,16,39,53,51,0.1375266524520255,Tuesday,2023,11,14,5
2023-11-07 14:17:00,83,22,22,39,105,67,0.1012782694198623,Tuesday,2023,11,14,5
2023-11-07 14:26:30,75,17,19,39,59,55,0.0549222797927461,Tuesday,2023,11,14,5
2023-11-07 14:48:30,67,17,15,35,33,67,0.1260162601626016,Tuesday,2023,11,14,5
2023-11-07 15:32:00,82,21,19,42,63,66,0.0945802337938363,Tuesday,2023,11,15,5
2023-11-07 15:50:00,79,18,17,44,65,56,0.0954391891891891,Tuesday,2023,11,15,5
2023-11-07 16:41:00,85,24,21,40,133,57,0.0566572237960339,Tuesday,2023,11,16,5
2023-11-07 17:43:30,71,18,19,34,103,62,0.1283851554663992,Tuesday,2023,11,17,5
2023-11-07 22:41:00,81,19,21,41,133,67,0.0953729933899905,Tuesday,2023,11,22,5
2023-11-08 12:03:30,53,13,12,28,18,51,0.1079429735234216,Wednesday,2023,11,12,6
2023-11-08 13:48:00,78,18,23,37,64,50,0.0547945205479452,Wednesday,2023,11,13,6
2023-11-08 14:03:30,88,23,23,42,100,55,0.0481675392670157,Wednesday,2023,11,14,6
2023-11-08 14:10:30,66,16,18,32,69,45,0.171021377672209,Wednesday,2023,11,14,6
2023-11-08 14:19:30,78,20,21,37,34,64,0.0804150453955901,Wednesday,2023,11,14,6
2023-11-08 14:30:00,66,17,14,35,107,53,0.0605449041372351,Wednesday,2023,11,14,6
2023-11-08 14:31:30,83,19,24,40,70,57,0.0515995872033023,Wednesday,2023,11,14,6
2023-11-08 14:59:30,74,15,17,42,51,56,0.0695468914646996,Wednesday,2023,11,14,6
2023-11-08 16:01:00,79,22,14,43,106,63,0.0817733990147783,Wednesday,2023,11,16,6
2023-11-08 16:26:00,80,19,20,41,91,68,0.1330441070137382,Wednesday,2023,11,16,6
2023-11-08 16:46:00,84,21,21,42,64,68,0.0875621890547263,Wednesday,2023,11,16,6
2023-11-08 19:45:00,84,19,22,43,114,63,0.1221613155833985,Wednesday,2023,11,19,6
2023-11-08 22:00:30,80,19,20,41,87,66,0.1261595547309833,Wednesday,2023,11,22,6
2023-11-09 13:02:00,67,15,20,32,51,66,0.0957551826258637,Thursday,2023,11,13,4
2023-11-09 13:38:00,77,18,22,37,96,50,0.0491591203104786,Thursday,2023,11,13,4
2023-11-09 13:43:00,73,18,19,36,45,55,0.0836047774158523,Thursday,2023,11,13,4
2023-11-09 13:49:00,73,21,20,32,81,66,0.1054313099041533,Thursday,2023,11,13,4
2023-11-09 13:56:30,68,15,16,37,57,53,0.0394366197183098,Thursday,2023,11,13,4
2023-11-09 14:17:00,69,18,19,32,63,45,0.2015945330296127,Thursday,2023,11,14,4
2023-11-09 14:19:00,84,22,20,42,94,64,0.0633165829145728,Thursday,2023,11,14,4
2023-11-09 14:22:00,79,19,19,41,93,55,0.0614124872057318,Thursday,2023,11,14,4
2023-11-09 14:25:30,68,18,13,37,91,55,0.0706006322444678,Thursday,2023,11,14,4
2023-11-09 15:14:30,77,16,23,38,76,56,0.0625674217907227,Thursday,2023,11,15,4
2023-11-09 16:28:30,82,22,15,45,94,67,0.1056466302367941,Thursday,2023,11,16,4
2023-11-09 16:43:30,75,20,20,35,56,60,0.1209476309226932,Thursday,2023,11,16,4
2023-11-09 18:11:00,63,18,11,34,81,64,0.0957575757575757,Thursday,2023,11,18,4
2023-11-09 22:19:30,75,20,19,36,86,65,0.1326860841423948,Thursday,2023,11,22,4
2023-11-10 11:03:00,73,19,22,32,18,65,0.0399061032863849,Friday,2023,11,11,0
2023-11-10 13:18:00,65,16,21,28,53,66,0.110732538330494,Friday,2023,11,13,0
2023-11-10 14:24:30,76,21,14,41,76,49,0.0433070866141732,Friday,2023,11,14,0
2023-11-10 14:51:30,71,14,18,39,34,54,0.0656324582338902,Friday,2023,11,14,0
2023-11-10 14:52:00,76,21,21,34,67,65,0.1352235550708833,Friday,2023,11,14,0
2023-11-10 15:27:00,59,15,17,27,62,56,0.0754437869822485,Friday,2023,11,15,0
2023-11-10 15:38:00,88,22,21,45,95,56,0.0439560439560439,Friday,2023,11,15,0
2023-11-10 16:19:00,84,20,22,42,42,55,0.0462143559488692,Friday,2023,11,16,0
2023-11-10 16:52:00,87,23,19,45,123,66,0.1180382377389858,Friday,2023,11,16,0
2023-11-10 17:41:00,73,17,12,44,75,67,0.1137724550898203,Friday,2023,11,17,0
2023-11-10 17:52:30,58,18,9,31,25,44,0.1702127659574468,Friday,2023,11,17,0
2023-11-10 18:05:00,62,19,11,32,93,60,0.1050477489768076,Friday,2023,11,18,0
2023-11-11 00:46:00,83,20,19,44,112,66,0.1468416735028712,Saturday,2023,11,0,2
2023-11-11 14:30:00,66,18,16,32,105,58,0.0691823899371069,Saturday,2023,11,14,2
2023-11-11 14:52:00,74,20,16,38,28,54,0.1357409713574097,Saturday,2023,11,14,2
2023-11-11 15:46:00,83,19,23,41,86,55,0.0531062124248497,Saturday,2023,11,15,2
2023-11-11 15:49:00,79,23,14,42,101,46,0.110792741165234,Saturday,2023,11,15,2
2023-11-11 15:56:30,75,17,16,42,68,69,0.0976525821596244,Saturday,2023,11,15,2
2023-11-11 16:10:00,65,21,15,29,51,52,0.0369685767097966,Saturday,2023,11,16,2
2023-11-11 16:18:00,77,20,20,37,47,55,0.0742734122712594,Saturday,2023,11,16,2
2023-11-11 17:47:30,69,18,12,39,68,63,0.0737217598097502,Saturday,2023,11,17,2
2023-11-11 17:57:30,66,18,13,35,85,64,0.0538573508005822,Saturday,2023,11,17,2
2023-11-11 19:05:00,77,20,14,43,87,67,0.1268462206776716,Saturday,2023,11,19,2
2023-11-11 19:20:30,86,20,20,46,98,63,0.0806451612903225,Saturday,2023,11,19,2
2023-11-12 07:26:00,75,19,19,37,124,66,0.1361587015329125,Sunday,2023,11,7,3
2023-11-12 13:31:30,90,21,22,47,52,54,0.0302439024390243,Sunday,2023,11,13,3
2023-11-12 13:33:00,64,21,20,23,57,65,0.0756756756756756,Sunday,2023,11,13,3
2023-11-12 13:49:00,75,19,18,38,30,54,0.1169811320754717,Sunday,2023,11,13,3
2023-11-12 14:13:30,74,22,14,38,62,47,0.1939605110336817,Sunday,2023,11,14,3
2023-11-12 14:14:00,78,19,20,39,86,69,0.1365678346810422,Sunday,2023,11,14,3
2023-11-12 14:21:00,77,17,20,40,70,55,0.0578680203045685,Sunday,2023,11,14,3
2023-11-12 14:29:30,76,17,21,38,72,65,0.1021814006888633,Sunday,2023,11,14,3
2023-11-12 14:53:30,79,21,19,39,80,65,0.0857449088960343,Sunday,2023,11,14,3
2023-11-12 15:05:00,87,20,22,45,75,55,0.0700525394045534,Sunday,2023,11,15,3
2023-11-12 19:19:30,88,21,22,45,110,64,0.0919354838709677,Sunday,2023,11,19,3
2023-11-12 19:22:30,73,15,17,41,41,71,0.1416337285902503,Sunday,2023,11,19,3
2023-11-13 11:41:30,68,21,16,31,48,65,0.115527950310559,Monday,2023,11,11,1
2023-11-13 13:31:00,80,22,24,34,105,53,0.0602564102564102,Monday,2023,11,13,1
2023-11-13 13:49:30,66,15,17,34,52,53,0.1411935953420669,Monday,2023,11,13,1
2023-11-13 14:01:30,86,23,22,41,96,55,0.058206106870229,Monday,2023,11,14,1
2023-11-13 14:17:00,77,18,21,38,93,68,0.1150758251561106,Monday,2023,11,14,1
2023-11-13 14:24:00,77,22,16,39,65,47,0.1833333333333333,Monday,2023,11,14,1
2023-11-13 14:25:00,82,20,20,42,117,57,0.0482160077145612,Monday,2023,11,14,1
2023-11-13 14:40:00,80,21,23,36,87,66,0.0668973471741637,Monday,2023,11,14,1
2023-11-13 15:29:00,66,16,14,36,71,63,0.1460423634336677,Monday,2023,11,15,1
2023-11-13 16:35:00,72,16,22,34,70,63,0.1083032490974729,Monday,2023,11,16,1
2023-11-13 17:38:00,80,19,20,41,72,69,0.1008563273073263,Monday,2023,11,17,1
2023-11-13 21:39:00,86,22,21,43,183,66,0.1242973141786383,Monday,2023,11,21,1
2023-11-14 12:29:30,77,21,23,33,46,66,0.0489038785834738,Tuesday,2023,11,12,5
2023-11-14 13:50:00,79,20,24,35,43,52,0.0421052631578947,Tuesday,2023,11,13,5
2023-11-14 14:04:30,62,17,17,28,57,61,0.0831946755407653,Tuesday,2023,11,14,5
2023-11-14 14:05:30,78,20,18,40,47,64,0.0628019323671497,Tuesday,2023,11,14,5
2023-11-14 14:10:30,68,16,17,35,29,53,0.1021505376344086,Tuesday,2023,11,14,5
2023-11-14 14:18:00,79,19,20,40,87,67,0.1162324649298597,Tuesday,2023,11,14,5
2023-11-14 14:20:00,84,22,23,39,88,55,0.0609613130128956,Tuesday,2023,11,14,5
2023-11-14 14:24:00,71,20,18,33,61,46,0.1903695408734602,Tuesday,2023,11,14,5
2023-11-14 14:32:00,72,20,17,35,69,63,0.0614136732329084,Tuesday,2023,11,14,5
2023-11-14 15:16:00,86,23,21,42,120,57,0.0730223123732251,Tuesday,2023,11,15,5
2023-11-14 16:20:00,72,16,19,37,56,55,0.0844772967265047,Tuesday,2023,11,16,5
2023-11-14 17:09:00,92,25,22,45,174,59,0.0669117647058823,Tuesday,2023,11,17,5
2023-11-14 17:19:00,84,21,21,42,47,70,0.0797872340425532,Tuesday,2023,11,17,5
2023-11-14 21:02:30,76,19,20,37,98,63,0.1214528944381384,Tuesday,2023,11,21,5
2023-11-15 13:32:00,77,21,22,34,52,50,0.0713324360699865,Wednesday,2023,11,13,6
2023-11-15 14:02:00,69,20,18,31,55,67,0.0963855421686747,Wednesday,2023,11,14,6
2023-11-15 14:09:00,71,19,18,34,21,52,0.09720176730486,Wednesday,2023,11,14,6
2023-11-15 14:22:00,80,18,23,39,67,56,0.0608324439701173,Wednesday,2023,11,14,6
2023-11-15 14:27:30,63,19,9,35,18,45,0.1768368617683686,Wednesday,2023,11,14,6
2023-11-15 14:30:30,77,22,20,35,88,66,0.053349875930521,Wednesday,2023,11,14,6
2023-11-15 14:51:00,84,20,22,42,66,55,0.063343717549325,Wednesday,2023,11,14,6
2023-11-15 15:33:30,80,19,20,41,83,70,0.1256384065372829,Wednesday,2023,11,15,6
2023-11-15 15:37:30,69,16,11,42,74,66,0.1196860693263571,Wednesday,2023,11,15,6
2023-11-15 15:50:30,73,18,15,40,87,63,0.0683760683760683,Wednesday,2023,11,15,6
2023-11-15 15:57:00,70,16,19,35,67,54,0.0911949685534591,Wednesday,2023,11,15,6
2023-11-15 17:47:00,92,24,22,46,135,63,0.0758556891766882,Wednesday,2023,11,17,6
2023-11-15 18:21:30,78,22,12,44,95,57,0.0919540229885057,Wednesday,2023,11,18,6
2023-11-15 20:49:30,68,17,18,33,74,62,0.0945205479452054,Wednesday,2023,11,20,6
2023-11-16 12:47:30,67,14,11,42,52,67,0.1623672230652503,Thursday,2023,11,12,4
2023-11-16 13:02:30,69,21,14,34,74,60,0.0667634252539912,Thursday,2023,11,13,4
2023-11-16 13:43:30,74,20,19,35,84,50,0.0529100529100529,Thursday,2023,11,13,4
2023-11-16 13:59:00,83,22,22,39,101,68,0.1102620087336244,Thursday,2023,11,13,4
2023-11-16 14:13:30,65,16,14,35,14,52,0.0711743772241993,Thursday,2023,11,14,4
2023-11-16 14:27:30,75,22,15,38,72,46,0.0932515337423312,Thursday,2023,11,14,4
2023-11-16 14:32:00,79,19,22,38,84,54,0.0579710144927536,Thursday,2023,11,14,4
2023-11-16 14:33:00,83,21,24,38,82,66,0.0495552731893265,Thursday,2023,11,14,4
2023-11-16 14:57:00,72,21,16,35,83,60,0.0756302521008403,Thursday,2023,11,14,4
2023-11-16 15:38:00,67,18,14,35,80,57,0.0365682137834036,Thursday,2023,11,15,4
2023-11-16 15:52:00,80,20,19,41,89,70,0.0962099125364431,Thursday,2023,11,15,4
2023-11-16 18:06:00,80,22,13,45,104,63,0.0834008097165991,Thursday,2023,11,18,4
